word,hyphenation,tune
arrigucci,ar-ri-guc-ci,
arrio,ar-rio,
arrisemi,ar-ri-se-mi,
arriv,ar-riv,
arriva,ar-rì-va,"[False, True, False]"
arrivammo,ar-ri-vam-mo,
arrivato,ar-ri-và-to,"[False, False, True, False]"
arriver,ar-ri-ver,
arrivi,ar-ri-vi,
arrivo,ar-rì-vo,"[False, True, False]"
arrogante,ar-ro-gàn-te,"[False, False, True, False]"
arrosso,ar-ros-so,
arruncigli,ar-run-ci-gli,
arse,ar-se,
arsi,àr-si,"[True, False]"
arsiccia,ar-sic-cia,
arso,àr-so,"[True, False]"
arte,àr-te,"[True, False]"
artezza,ar-téz-za,"[False, True, False]"
arti,ar-ti,
artigli,ar-ti-gli,
artigliar,ar-ti-gliar,
artimon,ar-ti-mon,
artista,ar-tì-sta,"[False, True, False]"
arto,àr-to,"[True, False]"
asaggia,a-sag-gia,
asalire,a-sa-li-re,
asalita,a-sa-li-ta,
asalta,a-sal-ta,
asapere,a-sa-pe-re,
ascende,a-scen-de,
ascesi,a-scè-si,"[False, True, False]"
asciuga,a-sciù-ga,"[False, True, False]"
asciutte,a-sciut-te,
asciutti,a-sciut-ti,
asciutto,a-sciùt-to,"[False, True, False]"
ascolta,a-scol-ta--,"[False, False, False, False, False]"
ascoltai,a-scol-ta-i,
ascoltando,a-scol-tan-do,
ascoltar,a-scol-tar,
ascoltare,a-scol-tà-re,"[False, False, True, False]"
ascoltarli,a-scol-ta-rli,
ascoltarmi,a-scol-tar-mi,
ascoltata,a-scol-ta-ta,
ascoltate,a-scol-ta-te,
ascoltava,a-scol-ta-va,
ascolti,a-scol-ti,
asconder,a-scon-der,
ascondo,a-scon-do,
ascosa,a-sco-sa,
ascose,a-sco-se,
ascoso,a-scó-so,"[False, True, False]"
asdente,a-sden-te,
asempr,a-sem-pr,
asessino,a-ses-si-no,
asiglio,a-si-glio,
asisa,a-si-sa,
asise,a-si-se,
asopo,a-so-po,
asottigliamo,a-sot-ti-glia-mo,
asottiglio,a-sot-ti-glio,
asperges,a-spèr-ges,"[False, True, False]"
aspersion,a-sper-sion,
aspetta,a-spet-ta,
aspettando,a-spet-tan-do,
aspettar,a-spet-tar,
aspettato,a-spet-tà-to,"[False, False, True, False]"
aspettava,a-spet-ta-va,
aspetti,a-spet-ti,
aspetto,a-spèt-to,"[False, True, False]"
aspra,à-spra,"[True, False]"
aspre,à-spre,"[True, False]"
aspri,a-sprì,"[False, True]"
aspro,à-spro,"[True, False]"
ass,ass.,[False]
assa,às-sa,"[True, False]"
assaggia,as-sag-gia,
assai,as-sài,"[False, True]"
assale,as-sà-le,"[False, True, False]"
assaliranno,as-sa-li-ran-no,
assalita,as-sa-lì-ta,"[False, False, True, False]"
assalto,as-sàl-to,"[False, True, False]"
assan,as-san,
assanna,as-san-na,
assegn,as-se-gn,
assegna,as-sé-gna,"[False, True, False]"
assempra,as-sem-pra,
assenso,as-sèn-so,"[False, True, False]"
assentio,as-sen-tio,
assentirei,as-sen-ti-re-i,
assenzo,as-sèn-zo,"[False, True, False]"
assessin,as-ses-sin,
asseta,as-se-ta,
assetta,as-set-ta,
assiri,as-si-ri,
assisi,As-sì-si,"[False, True, False]"
assiso,as-sì-so,"[False, True, False]"
assolto,as-sòl-to,"[False, True, False]"
assoluta,as-so-lu-ta,
assomigliarsi,as-so-mi-gliar-si,
assommi,as-som-mi,
assonnaro,as-son-na-ro,
assua,as-sua,
assue,as-sue,
assuero,As-su-è-ro,"[False, False, True, False]"
assunse,as-sun-se,
assunta,as-sùn-ta,"[False, True, False]"
assunto,as-sùn-to,"[False, True, False]"
assuon,as-suon,
asta,à-sta,"[True, False]"
asticciuole,a-stic-ciuo-le,
astinenza,a-sti-nèn-za,"[False, False, True, False]"
astinenzacostretta,a-sti-nen-za-co-stret-ta,
astinenze,a-sti-nen-ze,
astio,à-stio,"[True, False]"
astioso,a-stió-so,"[False, True, False]"
astor,a-stor,
astro,à-stro,"[True, False]"
atamante,a-ta-man-te,
atanto,a-tan-to,
atar,a-tar,
atarda,a-tar-da,
atare,a-tà-re,"[False, True, False]"
atarli,a-ta-rli,
atarmi,a-tar-mi,
atempata,a-tem-pa-ta,
atenda,a-ten-da,
atende,a-ten-de,
atender,a-ten-der,
atendi,a-ten-di,
atendo,a-ten-do,
atene,A-tè-ne,"[False, True, False]"
aterminatori,a-ter-mi-na-to-ri,
aterrata,a-ter-ra-ta,
aterrato,a-ter-ra-to,
atesa,a-te-sa,
atleta,a-tlè-ta,"[False, True, False]"
atorto,a-tor-to,
atra,a-tra,
atrare,a-tra-re,
atratto,a-tràt-to,"[False, True, False]"
atre,a-tre,
attal,at-tal,
atte,at-te,
atteggiata,at-teg-gia-ta,
attenda,at-ten-da,
attende,at-ten-de,
attender,at-ten-der,
attendere,at-tèn-de-re,"[False, True, False, False]"
attenderemo,at-ten-de-re-mo,
attendete,at-ten-de-te,
attendi,at-ten-di,
attendo,at-ten-do,
attenta,at-ten-ta,
attenti,at-tèn-ti,"[False, True, False]"
attento,at-tèn-to,"[False, True, False]"
atterr,at-ter-r,
atterrando,at-ter-ran-do,
atterzate,at-ter-za-te,
attese,at-te-se,
attesersi,at-te-ser-si,
attesi,at-te-si,
atteso,at-té-so,"[False, True, False]"
atti,at-ti,
attienti,at-tien-ti,
attinghe,at-tin-ghe,
attiva,at-ti-va,
attivi,at-ti-vi,
attivo,at-tì-vo,"[False, True, False]"
atto,àt-to,"[True, False]"
attorno,at-tór-no,"[False, True, False]"
attorse,at-tor-se,
attorti,at-tor-ti,
attosca,at-to-sca,
attraversa,at-tra-ver-sa,
attraversando,at-tra-ver-san-do,
attraversati,at-tra-ver-sa-ti,
attraversato,at-tra-ver-sà-to,"[False, False, False, True, False]"
attribuisce,at-tri-bui-sce,
attrista,at-tri-sta,
attristiam,at-tri-stiam,
attuffare,at-tuf-fà-re,"[False, False, True, False]"
attuffata,at-tuf-fa-ta,
attuia,at-tu-ia,
audenza,a-u-den-za,
audienza,au-dièn-za,"[False, True, False]"
audire,au-dì-re,"[False, True, False]"
audite,a-u-di-te,
audivi,a-u-di-vi,
augei,a-u-ge-i,
augel,a-u-gel,
augelletti,a-u-gel-let-ti,
augelletto,au-gel-lét-to,"[False, False, True, False]"
augelli,a-u-gel-li,
augusta,au-gù-sta,"[False, True, False]"
augustin,a-u-gu-stin,
augustino,a-u-gu-sti-no,
augusto,Au-gù-sto,"[False, True, False]"
aula,àu-la,"[True, False]"
aulide,Àu-li-de,"[False, False, False]"
auliva,a-u-li-va,
aurora,au-ro-ra--,"[False, False, False, False, False]"
ausa,a-u-sa,
autore,au-tó-re,"[False, True, False]"
autorit,a-u-to-rit,
autoritadi,a-u-to-ri-ta-di,
avaccia,a-vac-cia,
avacciar,a-vac-ciar,
avaccio,a-vàc-cio,"[False, True, False]"
avampar,a-vam-par,
avantaggio,a-van-tàg-gio,"[False, False, True, False]"
avante,a-vàn-te,"[False, True, False]"
avanti,a-vàn-ti,"[False, True, False]"
avanza,a-van-za,
avanzando,a-van-zan-do,
avanzar,a-van-zar,
avanzata,a-van-zà-ta,"[False, False, True, False]"
avanzerai,a-van-ze-ra-i,
avanzi,a-van-zi,
avara,a-va-ra,
avari,À-va-ri,"[False, False, False]"
avarizia,a-va-rì-zia,"[False, False, True, False]"
avaro,a-và-ro,"[False, True, False]"
ave,à-ve,"[True, False]"
avea,a-ve-a,
avean,a-ve-an,
aveglio,a-ve-glio,
avegna,a-ve-gna,
avei,a-ve-i,
avelli,a-vel-li,
avem,a-vem,
avemo,a-ve-mo,
avenante,a-ve-nan-te,
avendo,a-ven-do,
avendogli,a-ven-do-gli,
avendomi,a-ven-do-mi,
avenne,a-ven-ne,
avente,a-vèn-te,"[False, True, False]"
aventino,A-ven-tì-no,"[False, False, True, False]"
avento,a-ven-to,
aventura,a-ven-tu-ra,
avenuto,a-ve-nù-to,"[False, False, True, False]"
aver,a-ver,
averai,a-ve-ra-i,
avere,a-vé-re,"[False, True, False]"
averebbe,a-ve-reb-be,
averei,a-ve-re-i,
averien,a-ve-rien,
averla,a-vèr-la,"[False, True, False]"
averle,a-ve-rle,
avermi,a-ver-mi,
averois,a-ve-rois,
aversi,a-ver-si,
averti,a-ver-ti,
avervi,a-ver-vi,
avess,a-ves-s,
avesse,a-ves-se,
avesser,a-ves-ser,
avessi,a-ves-si,
aveste,a-ve-ste,
avesti,a-ve-sti,
avete,a-ve-te,
aveva,a-ve-va,
avia,a-via,
avicenna,A-vi-cèn-na,"[False, False, True, False]"
avien,a-vien,
avieno,a-vie-no,
aviluppando,a-vi-lup-pan-do,
aviluppato,a-vi-lup-pa-to,
avisa,a-vi-sa,
avisare,a-vi-sà-re,"[False, False, True, False]"
avisata,a-vi-sa-ta,
avisato,a-vi-sa-to,
aviso,a-vì-so,"[False, True, False]"
avisone,a-vi-so-ne,
avisto,a-vi-sto,
avmai,av-ma-i,
avndetto,av-ndet-to,
avocato,a-vo-cà-to,"[False, False, True, False]"
avolterate,a-vol-te-ra-te,
avr,a-vr,
avrai,a-vra-i,
avran,a-vran,
avranno,a-vran-no,
avre,a-vre,
avrebbe,a-vreb-be,
avrebber,a-vreb-ber,
avrei,a-vre-i,
avremo,a-vre-mo,
avresti,a-vre-sti,
avrete,a-vre-te,
avria,a-vria,
avrian,a-vrian,
avuta,a-vù-ta,"[False, True, False]"
avute,a-vu-te,
avuto,a-vù-to,"[False, True, False]"
avvalla,av-val-la,
avvalli,av-val-li,
avvalliamo,av-val-lia-mo,
avvampa,av-vam-pa,
avvampo,av-vam-po,
avvantaggio,av-van-tàg-gio,"[False, False, True, False]"
avveder,av-ve-der,
avvegna,av-ve-gna,
avvenente,av-ve-nèn-te,"[False, False, True, False]"
avvenia,av-ve-nia,
avvenne,av-ven-ne,
avventarsi,av-ven-tar-si,
avversari,av-ver-sa-ri,
avversaro,av-ver-sà-ro,"[False, False, True, False]"
avversi,av-ver-si,
avverso,av-vèr-so,"[False, True, False]"
avvien,av-vien,
avviene,av-vie-ne,
avvinghiai,av-vin-ghia-i,
avvinse,av-vin-se,
avvinsi,av-vin-si,
avvinte,av-vin-te,
avvinto,av-vìn-to,"[False, True, False]"
avvisai,av-vi-sa-i,
avvisando,av-vi-san-do,
avvisar,av-vi-sar,
avvisava,av-vi-sa-va,
avviso,av-vì-so,"[False, True, False]"
avviticchi,av-vi-tic-chi,
avviva,av-vi-va,
avvivan,av-vi-van,
avvocato,av-vo-cà-to,"[False, False, True, False]"
avvolge,av-vol-ge,
avvolte,av-vol-te,
avvolti,av-vol-ti,
azzolino,az-zo-li-no,
azzurra,az-zur-ra,
azzurro,az-zùr-ro,"[False, True, False]"
babbo,bàb-bo,"[True, False]"
babillon,ba-bil-lon,
bacchiglione,bac-chi-glio-ne,
baccialier,bac-cia-lier,
bacco,bàc-co,"[True, False]"
baciavansi,ba-cia-van-si,
baco,bà-co,"[True, False]"
bada,bà-da,"[True, False]"
badessa,ba-dés-sa,"[False, True, False]"
badi,ba-di,
badia,ba-dì-a,"[False, True, False]"
bado,ba-do,
bagla,ba-gla,
bagna,bà-gna,"[True, False]"
bagnacaval,ba-gna-ca-val,
bagnando,ba-gnan-do,
bagnar,ba-gnar,
bagnata,ba-gnà-ta,"[False, True, False]"
bagnate,ba-gna-te,
bagnati,ba-gna-ti,
bagnato,ba-gnà-to,"[False, True, False]"
bagnava,ba-gna-va,
bagnavan,ba-gna-van,
bagni,ba-gni,
bagnoregio,ba-gno-re-gio,
baiulo,bà-iu-lo,"[True, False, False]"
bala,bà-la,"[True, False]"
balasso,ba-làs-so,"[False, True, False]"
balba,bal-ba,
balbuziendo,bal-bu-zien-do,
balco,bàl-co,"[True, False]"
balda,bal-da,
baldanza,bal-dàn-za,"[False, True, False]"
baldezza,bal-déz-za,"[False, True, False]"
baldo,bàl-do,"[True, False]"
balen,ba-len,
balena,ba-lé-na,"[False, True, False]"
balenar,ba-le-nar,
balene,ba-le-ne,
baleno,ba-lé-no,"[False, True, False]"
balestra,ba-lè-stra,"[False, True, False]"
balestrando,ba-le-stran-do,
balestriera,ba-le-striè-ra,"[False, False, True, False]"
balestro,ba-lè-stro,"[False, True, False]"
balia,bà-lia,"[True, False]"
balla,bàl-la,"[True, False]"
ballata,bal-là-ta,"[False, True, False]"
balli,bal-li,
ballo,bàl-lo,"[True, False]"
balzo,bàl-zo,"[True, False]"
banco,bàn-co,"[True, False]"
banda,bàn-da,"[True, False]"
bandera,ban-dè-ra,"[False, True, False]"
bandiera,ban-diè-ra,"[False, True, False]"
bando,bàn-do,"[True, False]"
bara,bà-ra,"[True, False]"
baratro,bà-ra-tro,"[True, False, False]"
baratta,ba-ràt-ta,"[False, True, False]"
barattar,ba-rat-tar,
barattare,ba-rat-tà-re,"[False, False, True, False]"
barattata,ba-rat-ta-ta,
barattati,ba-rat-ta-ti,
barattato,ba-rat-tà-to,"[False, False, True, False]"
baratteria,ba-rat-te-rì-a,"[False, False, False, True, False]"
baratterie,ba-rat-te-rie,
baratti,ba-rat-ti,
barattier,ba-rat-tier,
barattiere,ba-rat-tiè-re,"[False, False, True, False]"
baratto,ba-ràt-to,"[False, True, False]"
barba,bàr-ba,"[True, False]"
barbacani,bar-ba-ca-ni,
barbagia,bar-ba-gia,
barbare,bar-bà-re,"[False, True, False]"
barbari,bar-ba-ri,
barbariccia,bar-ba-ric-cia,
barbarossa,bar-ba-rós-sa,"[False, False, True, False]"
barbuto,bar-bù-to,"[False, True, False]"
barca,bàr-ca,"[True, False]"
barga,bar-ga,
bari,bà-ri,"[True, False]"
baron,ba-ron,
barone,ba-ró-ne,"[False, True, False]"
baronessa,ba-ro-nés-sa,"[False, False, True, False]"
baroni,ba-ro-ni,
baronia,ba-ro-nì-a,"[False, False, True, False]"
barucci,ba-ruc-ci,
basci,ba-sci,
basciai,ba-scia-i,
bascial,ba-scial,
basciando,ba-scian-do,
basciar,ba-sciar,
basciarsi,ba-sciar-si,
basciasse,ba-scias-se,
basciato,ba-scia-to,
bascierai,ba-scie-ra-i,
bascio,bà-scio,"[True, False]"
basciommi,ba-sciom-mi,
basilica,ba-sì-li-ca,"[False, True, False, False]"
bassa,bàs-sa,"[True, False]"
bassamento,bas-sa-men-to,
bassando,bas-san-do,
basse,bas-se,
bassi,bas-si,
bassissimo,bas-sis-si-mo,
basso,bàs-so,"[True, False]"
basta,bà-sta,"[True, False]"
bastardi,ba-star-di,
bastavasi,ba-sta-va-si,
basterna,ba-stèr-na,"[False, True, False]"
basti,ba-sti,
bastisi,ba-sti-si,
bastiti,ba-sti-ti,
baston,ba-ston,
bastone,ba-stó-ne,"[False, True, False]"
batista,ba-tì-sta,"[False, True, False]"
batisteo,ba-ti-stè-o,"[False, False, True, False]"
battaglia,bat-tà-glia,"[False, True, False]"
battaglie,bat-ta-glie,
batte,bat-te,
battea,bat-te-a,
battendo,bat-ten-do,
battendosi,bat-ten-do-si,
batter,bat-ter,
battesmo,bat-té-smo,"[False, True, False]"
battezzar,bat-tez-zar,
battezzati,bat-tez-za-ti,
battezzato,bat-tez-zà-to,"[False, False, True, False]"
battezzatori,bat-tez-za-to-ri,
batti,bàt-ti,"[True, False]"
battien,bat-tien,
battiensi,bat-tien-si,
battuta,bat-tù-ta,"[False, True, False]"
battute,bat-tu-te,
battuti,bat-tu-ti,
battuto,bat-tù-to,"[False, True, False]"
bava,bà-va,"[True, False]"
bea,BEA,[False]
beata,be-a-ta,
beate,be-a-te,
beati,be-a-ti,
beatitudo,be-a-ti-tù-do,"[False, False, False, True, False]"
beato,be-à-to,"[False, True, False]"
beatrice,be-a-trì-ce,"[False, False, True, False]"
beccaio,bec-cà-io,"[False, True, False]"
beccheria,bec-che-rì-a,"[False, False, True, False]"
becchetto,bec-chét-to,"[False, True, False]"
becchi,bec-chi,
becco,béc-co,"[True, False]"
becovriceffi,be-co-vri-cef-fi,
beda,be-da,
bee,bè-e,"[True, False]"
beffa,bèf-fa,"[True, False]"
beffata,bef-fa-ta,
bei,bèi,[True]
bel,bèl,[True]
belacqua,be-lac-qua,
bele,be-le,
belisar,be-li-sar,
bell,bel-l,
bella,bèl-la,"[True, False]"
bellaccoglienza,bel-lac-co-glien-za,
bellaccoglienzatosto,bel-lac-co-glien-za-to-sto,
bellaccoglienzn,bel-lac-co-glien-zn,
belle,bel-le,
belletta,bel-lét-ta,"[False, True, False]"
bellezza,bel-léz-za,"[False, True, False]"
bellezze,bel-lez-ze,
belli,bèl-li,"[True, False]"
bellincion,bel-lin-cion,
bellincione,bel-lin-cio-ne,
bellissim,bel-lis-sim,
bello,bèl-lo,"[True, False]"
bellocchio,bel-lòc-chio,"[False, True, False]"
bellor,bel-lor,
belo,bè-lo,"[True, False]"
belsembiante,bel-sem-bian-te,
beltate,bel-tà-te,"[False, True, False]"
belva,bél-va,"[True, False]"
belzeb,bel-zeb,
bemi,be-mi,
ben,bèn,[True]
benaco,be-na-co,
bencelar,ben-ce-lar,
bencelare,ben-ce-la-re,
bench,ben-ch,
benche,ben-ché,"[False, True]"
benda,bèn-da,"[True, False]"
bende,ben-de,
bene,bè-ne,"[True, False]"
benedetta,be-ne-dét-ta,"[False, False, True, False]"
benedette,be-ne-det-te,
benedetto,be-ne-dét-to,"[False, False, True, False]"
benedica,be-ne-dì-ca,"[False, False, True, False]"
benedice,be-ne-di-ce,
benedicendomi,be-ne-di-cen-do-mi,
benedicta,be-ne-dic-ta,
benedicti,be-ne-dic-ti,
benedictus,be-ne-dìc-tus,"[False, False, True, False]"
benefici,be-ne-fi-ci,
beneficio,be-ne-fì-cio,"[False, False, True, False]"
benegno,be-nè-gno,"[False, True, False]"
benevento,be-ne-ven-to,
benfattori,ben-fat-to-ri,
beni,be-ni,
benigna,be-ni-gna,
benignamente,be-ni-gna-mén-te,"[False, False, False, True, False]"
benignit,be-ni-gnit,
benignitate,be-ni-gni-ta-te,
benigno,be-nì-gno,"[False, True, False]"
beninanza,be-ni-nàn-za,"[False, False, True, False]"
benivento,be-ni-ven-to,
benodriti,be-no-dri-ti,
benvoglienza,ben-vo-glièn-za,"[False, False, True, False]"
benvolere,ben-vo-lé-re,"[False, False, True, False]"
ber,ber,
bere,bé-re,"[True, False]"
bergamaschi,ber-ga-ma-schi,
beringhiere,be-rin-ghie-re,
bernardin,ber-nar-din,
bernardo,ber-nàr-do,"[False, True, False]"
bernardone,ber-nar-dó-ne,"[False, False, True, False]"
berta,bèr-ta,"[True, False]"
berti,ber-ti,
bertram,ber-tram,
berzaglio,ber-zà-glio,"[False, True, False]"
berze,ber-ze,
bestali,be-sta-li,
bestemmia,be-stém-mia,"[False, True, False]"
bestemmian,be-stem-mian,
bestemmiando,be-stem-mian-do,
bestemmiava,be-stem-mia-va,
bestemmiavano,be-stem-mia-va-no,
bestia,be-stia-,"[False, False, False]"
bestial,be-stial,
bestialitade,be-stia-li-tà-de,"[False, False, False, True, False]"
bestialitate,be-stia-li-ta-te,
bestie,be-stie,
beve,be-ve,
bevendo,be-ven-do,
bevesse,be-ves-se,
bevesti,be-ve-sti,
bevete,be-ve-te,
bevve,bev-ve,
biacca,biàc-ca,"[True, False]"
biade,bia-de,
biado,bià-do,"[True, False]"
bianca,biàn-ca,"[True, False]"
bianche,bian-che,
biancheggia,bian-cheg-gia,
biancheggiar,bian-cheg-giar,
biancheggiare,bian-cheg-già-re,"[False, False, True, False]"
biancheggiava,bian-cheg-gia-va,
bianchetto,bian-chét-to,"[False, True, False]"
bianchi,bian-chi,
bianco,biàn-co,"[True, False]"
biancovestito,bian-co-ve-stì-to,"[False, False, False, True, False]"
biasimarmi,bia-si-mar-mi,
biasimava,bia-si-ma-va,
biasimo,bià-si-mo,"[True, False, False]"
biasmar,bia-smar,
biasmato,bia-sma-to,
biasmerebbe,bia-sme-reb-be,
biasmi,bia-smi,
biasmo,bià-smo,"[True, False]"
bibbia,bìb-bia,"[True, False]"
bice,BICE,[False]
biche,bi-che,
biece,bie-ce,
biechi,bie-chi,
bieci,bie-ci,
bieco,biè-co,"[True, False]"
bielt,biel-t,
bieltate,biel-ta-te,
bifolco,bi-fól-co,"[False, True, False]"
biforme,bi-fór-me,"[False, True, False]"
biga,bì-ga,"[True, False]"
bige,BIGE,[False]
bighino,bi-ghi-no,
bigi,bi-gi,
bigio,bì-gio,"[True, False]"
bigoncia,bi-gón-cia,"[False, True, False]"
bilance,bi-lan-ce,
bilancia,bi-làn-cia,"[False, True, False]"
bilanza,bi-làn-za,"[False, True, False]"
biltate,bil-tà-te,"[False, True, False]"
binato,bi-nà-to,"[False, True, False]"
bindi,bin-di,
bionda,bión-da,"[True, False]"
bionde,bion-de,
biondo,bión-do,"[True, False]"
bis,bis,[False]
bisanti,bi-san-ti,
bisava,bi-sa-va,
bisavol,bi-sa-vol,
biscazza,bi-scàz-za,"[False, True, False]"
bisce,bi-sce,
biscia,bì-scia,"[True, False]"
bisenzo,bi-sen-zo,
bismantova,bi-sman-to-va,
bisogna,bi-só-gna,"[False, True, False]"
bisognasse,bi-so-gnas-se,
bisognava,bi-so-gna-va,
bisogno,bi-so-gno--,"[False, False, False, False, False]"
bistorna,bi-stor-na,
bivero,bì-ve-ro,"[True, False, False]"
bizzarro,biz-zàr-ro,"[False, True, False]"
blanda,blan-da,
blande,blan-de,
blandimenti,blan-di-men-ti,
blasma,bla-sma,
blasmando,bla-sman-do,
blasmar,bla-smar,
blasmarla,bla-sma-rla,
blezza,blez-za,
blia,blia,
bobolce,bo-bol-ce,
bocca,bóc-ca,"[True, False]"
bocche,boc-chè,"[False, True]"
boccone,boc-có-ne,"[False, True, False]"
boce,bó-ce,"[True, False]"
boemme,bo-em-me,
bogliente,bo-glièn-te,"[False, True, False]"
boglienti,bo-glien-ti,
bolge,bol-ge,
bolgia,bòl-gia,"[True, False]"
bolino,bo-li-no,
bolle,bol-le,
bollia,bol-lia,
bolliti,bol-li-ti,
bollor,bol-lor,
bollori,bol-lo-ri,
bologna,bo-lo-gna--,"[False, False, False, False, False]"
bolognese,bo-lo-gné-se,"[False, False, True, False]"
bolognesi,bo-lo-gne-si,
bolsena,bol-se-na,
bon,bòn,[True]
bona,bò-na,"[True, False]"
bonaccia,bo-nàc-cia,"[False, True, False]"
bonagiunta,bo-na-giun-ta,
bonatti,bo-nat-ti,
bonaventura,bo-na-ven-tu-ra,
bonconte,bon-con-te,
bonifazio,bo-ni-fa-zio,
bono,bò-no,"[True, False]"
bont,bon-t,
bontade,bon-tà-de,"[False, True, False]"
bontate,bon-tà-te,"[False, True, False]"
bonturo,bon-tù-ro,"[False, True, False]"
bordelli,bor-del-li,
bordello,bor-dèl-lo,"[False, True, False]"
bordon,bor-don,
bordone,bor-dó-ne,"[False, True, False]"
borea,bò-re-a,"[True, False, False]"
borghesi,bor-ghe-si,
borgo,bór-go,"[True, False]"
bornio,bòr-nio,"[True, False]"
borsa,bór-sa,"[True, False]"
borse,bor-se,
borsiere,bor-siè-re,"[False, True, False]"
boscaggi,bo-scag-gi,
boschi,bo-schi,
bosco,bò-sco,"[True, False]"
bostichi,bo-sti-chi,
botoli,bo-to-li,
botto,bòt-to,"[True, False]"
bozzacchioni,boz-zac-chio-ni,
bozze,boz-ze,
brabante,bra-ban-te,
braccia,brac-cia,
braccio,bràc-cio,"[True, False]"
brache,bra-che,
braco,brà-co,"[True, False]"
brage,brà-ge,"[True, False]"
bragia,brà-gia,"[True, False]"
brago,brà-go,"[True, False]"
bram,bram,
brama,brà-ma,"[True, False]"
brame,bra-me,
brami,bra-mi,
bramo,bra-mo,
bramosa,bra-mo-sa,
bramose,bra-mo-se,
bramosi,bra-mo-si,
branca,bràn-ca,"[True, False]"
branche,bran-che,
brancolar,bran-co-lar,
branda,bràn-da,"[True, False]"
brandizio,bran-di-zio,
brandon,bran-don,
brandone,bran-dó-ne,"[False, True, False]"
brandoni,bran-do-ni,
brano,brà-no,"[True, False]"
brenno,bren-no,
brenta,brèn-ta,"[True, False]"
brescia,bré-scia,"[True, False]"
bresciani,bre-scia-ni,
bretinoro,bre-ti-no-ro,
breve,brè-ve,"[True, False]"
brevi,brè-vi,"[True, False]"
briareo,bria-re-o,
brieve,briè-ve,"[True, False]"
brievemente,brie-ve-mén-te,"[False, False, True, False]"
brievi,brie-vi,
briga,brì-ga,"[True, False]"
brigata,bri-gà-ta,"[False, True, False]"
brigavam,bri-ga-vam,
brina,brì-na,"[True, False]"
brisso,brìs-so,"[True, False]"
broccia,bròc-cia,"[True, False]"
brocciare,broc-cià-re,"[False, True, False]"
broda,brò-da,"[True, False]"
broglia,bro-glia,
brollo,bròl-lo,"[True, False]"
brolo,brò-lo,"[True, False]"
bronchi,brón-chi,"[True, False]"
bruggia,brug-gia,
brulla,brul-la,
brullo,brùl-lo,"[True, False]"
bruna,bru-na,
brune,bru-ne,
brunetto,bru-nét-to,"[False, True, False]"
bruni,bru-ni,
bruno,brù-no,"[True, False]"
brusca,brù-sca,"[True, False]"
brusciato,bru-scia-to,
bruti,bru-ti,
bruto,brù-to,"[True, False]"
brutta,brùt-ta,"[True, False]"
brutte,brut-te,
brutti,brut-ti,
brutto,brùt-to,"[True, False]"
buca,bù-ca,"[True, False]"
buccia,bùc-cia,"[True, False]"
buccolici,buc-co-li-ci,
buco,bù-co,"[True, False]"
bue,bù-e,"[True, False]"
bufera,bu-fè-ra,"[False, True, False]"
buffa,bùf-fa,"[True, False]"
buggea,bug-ge-a,
bugiarda,bu-giar-da,
bugiardi,bu-giar-di,
bugiardo,bu-giàr-do,"[False, True, False]"
bugio,bù-gio,"[True, False]"
buglia,bù-glia,"[True, False]"
bui,bu-i,
buia,bu-ia,
buio,bù-io,"[True, False]"
bulicame,bu-li-cà-me,"[False, False, True, False]"
bulla,bùl-la,"[True, False]"
bullir,bul-lir,
buoi,buo-i,
buon,buòn,[True]
buona,buo-na,
buondelmonte,buon-del-mon-te,
buondelmonti,buon-del-mon-ti,
buone,buo-ne,
buonerba,buo-ner-ba,
buoni,buo-ni,
buono,buò-no,"[True, False]"
buonom,buo-nom,
buonor,buo-nor,
buoso,buo-so,
burchi,bur-chi,
burella,bu-rèl-la,"[False, True, False]"
burli,bu-rli,
burrato,bur-rà-to,"[False, True, False]"
burro,bùr-ro,"[True, False]"
buscolino,bu-sco-li-no,
busto,bù-sto,"[True, False]"
butt,but-t,
buttare,but-tà-re,"[False, True, False]"
butti,but-ti,
butto,bùt-to,"[True, False]"
caccer,cac-cer,
cacci,cac-ci,
caccia,càc-cia,"[True, False]"
cacciagione,cac-cia-gió-ne,"[False, False, True, False]"
cacciaguida,cac-cia-gui-da,
cacciando,cac-cian-do,
caccianemico,cac-cia-ne-mi-co,
caccianli,cac-cia-nli,
cacciar,cac-ciar,
cacciare,cac-cià-re,"[False, True, False]"
cacciata,cac-cià-ta,"[False, True, False]"
cacciati,cac-cia-ti,
cacciato,cac-cià-to,"[False, True, False]"
cacciator,cac-cia-tor,
caccionne,cac-cion-ne,
caco,cà-co,"[True, False]"
